stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,wheelchair_boarding
23418,23418,P St. at 14th St.,,38.5720897359902,-121.490227370872,0,1
23419,23419,P St. at 13th St.,,38.5728139324673,-121.493010162891,0,1
23420,23420,P St. at 11th St.,,38.5732685669224,-121.494746893331,0,1
23527,23527,Arthur at Alameda NB,,38.5469601182318,-121.770553098354,0,1
23374,23374,Eisenhower at Amador NB,Eisenhower at Amador,38.5483760933102,-121.775340962809,0,1
23375,23375,Calaveras at Arlington WB,Calaveras at Arlington,38.550659650961,-121.77894180348,0,1
23141,23141,Arlington at Shasta WB,,38.553716603143,-121.781972603915,0,1
23138,23138,Arlington at Lake WB,Arlington at Lake,38.5552648707746,-121.787179863434,0,1
23190,23190,Lake at W. Covell NB,Lake at W. Covell,38.5603033270599,-121.786100702553,0,1
23219,23219,W. Covell at Shasta EB,W. Covell at Shasta,38.5608016331066,-121.771881638365,0,1
23581,23581,F at Anderson NB,,38.5733206528573,-121.747191430075,0,1
23148,23148,Chiles at Mace,,38.5508211583389,-121.693631362535,0,1
23161,23161,Cowell at El Cemonte WB,Cowell at El Cemonte,38.5489784806358,-121.689913820619,0,1
23001,23001,Cowell at Sunrise WB,,38.5480303196925,-121.696910363252,0,1
23164,23164,Cowell at La Vida WB,,38.54815236021,-121.702981543719,0,1
23528,23528,Drummond at Cowell SB,,38.5467307893474,-121.713353646597,0,1
23172,23172,Drummond at Lillard SB,,38.5437065985028,-121.713413996304,0,1
23218,23218,Lillard at Farragut WB,Lillard at Farragut,38.5412899280363,-121.720790071535,0,1
23367,23367,Cowell at Drew WB,,38.5399099314159,-121.727445973602,0,1
23369,23369,Cowell at Research Park WB,,38.5399407768214,-121.731813951243,0,1
