shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
0a4bed5e-7ebb-4f29-af0a-b15bd5c8036d,38.5478573172007,-121.708569926534,29,6838
7421ad0f-5741-4516-bb4e-18c0a63635f3,38.6719948423329,-121.774934197591,182,16460.46
820cbb78-3a14-4bb2-bfa1-54952d001148,38.6597479942172,-121.76348753019,2,54.3
015bd1c0-6b73-4bf2-b33d-12b22c508535,38.5736849628398,-121.496150907856,15,2104.33
0a4bed5e-7ebb-4f29-af0a-b15bd5c8036d,38.5513026148857,-121.694342147967,52,9959.6
4ed37423-f74f-4b42-b980-b88051f04cca,38.6667648912384,-121.793347332039,190,38192.71
39baf46b-15be-4a08-9d1b-f1240a1ea1e3,38.7379461338565,-122.142949654231,213,42874.13
7421ad0f-5741-4516-bb4e-18c0a63635f3,38.6846889429133,-121.758075014869,157,12037.19
4ed37423-f74f-4b42-b980-b88051f04cca,38.6713920093929,-121.554380171372,107,15351.97
6fb32afd-cbc2-479b-beb0-7b99ef52c887,38.580063410843,-121.767562917779,49,9550.17
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.5583607036271,-121.697930547436,307,58157.36
015bd1c0-6b73-4bf2-b33d-12b22c508535,38.5775173833857,-121.48702045938,5,832.4
015bd1c0-6b73-4bf2-b33d-12b22c508535,38.5587999726804,-121.668831333327,89,18310.98
820cbb78-3a14-4bb2-bfa1-54952d001148,38.6844705372164,-121.784013362423,99,10296.51
4ed37423-f74f-4b42-b980-b88051f04cca,38.6679509244916,-121.75631913291,160,34046.37
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.6779689222573,-121.590699899904,72,18506.72
6fb32afd-cbc2-479b-beb0-7b99ef52c887,38.6909515064504,-121.586894414451,337,58273.41
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.581692,-121.522185,240,41847.8
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.6276193147382,-121.765256481082,439,74316.63
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.5817390008121,-121.518299262242,232,41299.74
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.6754603961599,-121.765380531592,13,2095.81
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.5586339157147,-121.697310204588,306,58095.5
906fd2f9-8368-4e42-9ea3-016bbd465ca4,38.5637215825413,-121.536750030505,60,8649.91
ea9341a8-01bf-4186-a7a8-758422e591d7,38.6709730837575,-121.793410699939,28,4087.61
6fb32afd-cbc2-479b-beb0-7b99ef52c887,38.6773703086134,-121.753777817471,398,75485.87
4ed37423-f74f-4b42-b980-b88051f04cca,38.5973517873775,-121.503711708371,52,5555.29
ea9341a8-01bf-4186-a7a8-758422e591d7,38.6848351074289,-121.784467923993,14,1788.35
f2337760-ee39-40ac-b3cf-dd8f540d05b9,38.5910983973218,-121.540248041136,99,6759.38
f07c2a42-2cb6-44ec-83c2-ff18b4b030e4,38.534455659059,-121.748439624813,62,30328.03
68eaf323-11f3-45c2-aaca-cc67cef312bc,38.5605926369109,-121.736520018475,43,3499.72
b5914a76-7694-4355-b9d6-e3d85956967a,38.5751286789852,-121.546359303377,31,7532.25
6fb32afd-cbc2-479b-beb0-7b99ef52c887,38.5588062715945,-121.695455149198,158,20796.96
68eaf323-11f3-45c2-aaca-cc67cef312bc,38.5768949137267,-121.526162268291,155,24736.66
6fb32afd-cbc2-479b-beb0-7b99ef52c887,38.5819516423361,-121.49972763201,256,39840.64
a4337f0e-eeeb-42cc-8bfa-4a77439fa5b2,38.6965196651564,-122.020905373723,118,14140.74
820cbb78-3a14-4bb2-bfa1-54952d001148,38.6787874545348,-121.779626397624,105,11295.76
015bd1c0-6b73-4bf2-b33d-12b22c508535,38.5485733502286,-121.714544183907,102,22446.89
e5750fc8-4f8a-4e15-924f-645fdff17a96,38.5494478672414,-121.709457737771,54,4881.06
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.6709381161305,-121.594418391804,59,17258.86
b8eb2819-9cb7-4c5a-bf61-d7191184be45,38.5507014736849,-121.779177105939,36,3521.01
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.6598918533261,-121.76403264785,0,0
68eaf323-11f3-45c2-aaca-cc67cef312bc,38.5515031519506,-121.694634074726,112,9493.97
a6e9b69f-d8a2-4feb-bf49-27d96ff22e58,38.5732685669224,-121.494746893331,12,1960.92
7421ad0f-5741-4516-bb4e-18c0a63635f3,38.6686435932029,-121.726769154317,60,5240.4
0a4bed5e-7ebb-4f29-af0a-b15bd5c8036d,38.574918125565,-121.537438275661,68,23974.66
f07c2a42-2cb6-44ec-83c2-ff18b4b030e4,38.5609438157644,-121.463299331862,12,1911.01
6fb32afd-cbc2-479b-beb0-7b99ef52c887,38.6687641137888,-121.541659299162,309,51780.74
d6ba0d8e-f57e-4bfe-ba1f-4075873ebb4b,38.5910686147803,-121.540010772359,78,5229.25
a4337f0e-eeeb-42cc-8bfa-4a77439fa5b2,38.6698727453748,-121.88407103525,178,28097.11
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.5782731205361,-121.566740813406,263,45744.63
015bd1c0-6b73-4bf2-b33d-12b22c508535,38.5540604430362,-121.690122640741,94,20235.02
a4337f0e-eeeb-42cc-8bfa-4a77439fa5b2,38.6741046000113,-121.914156825832,171,25444.4
906fd2f9-8368-4e42-9ea3-016bbd465ca4,38.576265028798,-121.525075819836,152,18748.48
4ed37423-f74f-4b42-b980-b88051f04cca,38.5946322379368,-121.503932750076,49,5252.24
f2337760-ee39-40ac-b3cf-dd8f540d05b9,38.5902484751577,-121.534862517637,152,9786.1
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.69267381386,-121.590489690929,113,20608.23
f07c2a42-2cb6-44ec-83c2-ff18b4b030e4,38.5751675710182,-121.548341455957,31,9910.9
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.5809079089507,-121.526012984572,242,42191.82
d6ba0d8e-f57e-4bfe-ba1f-4075873ebb4b,38.5898174138734,-121.551458593541,47,3752.69
f07c2a42-2cb6-44ec-83c2-ff18b4b030e4,38.568297092217,-121.611944682118,37,15527.54
d6ba0d8e-f57e-4bfe-ba1f-4075873ebb4b,38.5889695425485,-121.514237286756,143,9609.71
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.5433642677814,-121.749642691674,381,63544.19
7421ad0f-5741-4516-bb4e-18c0a63635f3,38.6545864435784,-121.765798882592,207,19616.08
ea9341a8-01bf-4186-a7a8-758422e591d7,38.6628560088159,-121.772323746024,39,6794.09
e5750fc8-4f8a-4e15-924f-645fdff17a96,38.5755975484704,-121.53203143914,93,20654.85
015bd1c0-6b73-4bf2-b33d-12b22c508535,38.5721470390015,-121.590536222453,73,11347.17
4ed37423-f74f-4b42-b980-b88051f04cca,38.6365286085428,-121.522371906468,75,10205.29
a6e9b69f-d8a2-4feb-bf49-27d96ff22e58,38.5576122316977,-121.727211266407,129,25230.87
b5914a76-7694-4355-b9d6-e3d85956967a,38.5463552800629,-121.745416775073,104,27633.5
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.5517531154878,-121.720191586206,341,60364.78
f2337760-ee39-40ac-b3cf-dd8f540d05b9,38.5894347697564,-121.526547020633,22,1493.8
f2337760-ee39-40ac-b3cf-dd8f540d05b9,38.5917448887556,-121.547549547766,103,7398.9
6fb32afd-cbc2-479b-beb0-7b99ef52c887,38.5604287915622,-121.654961734996,188,25540.9
f2337760-ee39-40ac-b3cf-dd8f540d05b9,38.577950363037,-121.498963326154,204,14049.7
906fd2f9-8368-4e42-9ea3-016bbd465ca4,38.5791831566012,-121.52615250685,146,18408.34
a4e2929e-9010-444c-98f9-88ee4335460a,38.5281538086029,-121.756919429119,31,4758.25
f07c2a42-2cb6-44ec-83c2-ff18b4b030e4,38.5523674519281,-121.452378717207,1,46.02
f07c2a42-2cb6-44ec-83c2-ff18b4b030e4,38.5335437079396,-121.750376179837,57,29862.76
a4337f0e-eeeb-42cc-8bfa-4a77439fa5b2,38.6790339255124,-121.948187203035,165,22441.82
d6ba0d8e-f57e-4bfe-ba1f-4075873ebb4b,38.5784767335037,-121.495705356508,226,15272.62
d6ba0d8e-f57e-4bfe-ba1f-4075873ebb4b,38.5943010150746,-121.512893946474,130,8878.49
a4e2929e-9010-444c-98f9-88ee4335460a,38.5391723238928,-121.758826479842,5,635.97
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.5587489642742,-121.669216650476,285,54926.73
b8eb2819-9cb7-4c5a-bf61-d7191184be45,38.5751228458467,-121.570706984253,158,25499.96
e2c8a1b8-f409-48e9-8fd9-057d4ba1510c,38.5821287343401,-121.514353207664,119,17503.35
820cbb78-3a14-4bb2-bfa1-54952d001148,38.6793308404784,-121.752968304531,129,14800.48
b5914a76-7694-4355-b9d6-e3d85956967a,38.5752198740971,-121.535423936571,28,6582.05
f2337760-ee39-40ac-b3cf-dd8f540d05b9,38.5880581375671,-121.517384485459,29,2308.46
ac555105-3961-4d73-b885-845c6bea1e50,38.573749104947,-121.487048266748,5,775.8
68eaf323-11f3-45c2-aaca-cc67cef312bc,38.5555693291864,-121.742841098186,27,2204.75
4ed37423-f74f-4b42-b980-b88051f04cca,38.67271498658,-121.793337248163,195,38854.27
7421ad0f-5741-4516-bb4e-18c0a63635f3,38.677487317013,-121.752901332567,144,10818.25
6fb32afd-cbc2-479b-beb0-7b99ef52c887,38.5512674853916,-121.695522887786,172,21794.23
820cbb78-3a14-4bb2-bfa1-54952d001148,38.6885932211709,-121.797731912023,71,7896.02
6fb32afd-cbc2-479b-beb0-7b99ef52c887,38.6304020273109,-121.76465372373,25,3933.98
f07c2a42-2cb6-44ec-83c2-ff18b4b030e4,38.539113315291,-121.761569038723,88,34643.16
f2337760-ee39-40ac-b3cf-dd8f540d05b9,38.5879996161807,-121.517010140637,30,2341.62
906fd2f9-8368-4e42-9ea3-016bbd465ca4,38.5822835803743,-121.519264199434,136,17641.5
7421ad0f-5741-4516-bb4e-18c0a63635f3,38.6626594940817,-121.765561336245,7,675.23
39baf46b-15be-4a08-9d1b-f1240a1ea1e3,38.6627380382862,-121.758685246039,9,1264.85
a4337f0e-eeeb-42cc-8bfa-4a77439fa5b2,38.7068906355206,-122.071809826824,76,8999.34
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.6707098677796,-121.592450407596,148,23420
6fb32afd-cbc2-479b-beb0-7b99ef52c887,38.5906924016658,-121.767384658339,44,8367.87
e2c8a1b8-f409-48e9-8fd9-057d4ba1510c,38.5853282378117,-121.560527126107,42,6074.83
a6e9b69f-d8a2-4feb-bf49-27d96ff22e58,38.5460860763756,-121.750837772477,171,29558.02
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.6485159328327,-121.765937927052,463,77485.66
d6ba0d8e-f57e-4bfe-ba1f-4075873ebb4b,38.5883258128457,-121.517845257805,154,10024.14
6fb32afd-cbc2-479b-beb0-7b99ef52c887,38.6592896973664,-121.763402328694,2,120.03
6fb32afd-cbc2-479b-beb0-7b99ef52c887,38.673468396479,-121.626391132033,379,64304.15
d6ba0d8e-f57e-4bfe-ba1f-4075873ebb4b,38.595045003848,-121.513984894242,127,8750.86
ea9341a8-01bf-4186-a7a8-758422e591d7,38.5726426668586,-121.496781194362,163,40951.2
820cbb78-3a14-4bb2-bfa1-54952d001148,38.6773746123245,-121.753028807791,132,15019.53
f07c2a42-2cb6-44ec-83c2-ff18b4b030e4,38.5525310666878,-121.453353700242,3,149.91
194f3ae7-10e8-41a7-bce0-afdd9c374ca1,38.5709589943969,-121.597325489672,276,48533.48
